MedicationSalesKey,MedicationSalesID,Date_Sold,Med_name,Med_class,Quantity_Sold,Price,DateKey,CountryCode,CountryKey,CountryName,GlobalRegion,CurrencyCode,MentalHealthMedicationFlag,TherapeuticClass,MedicationName,MedicationKey,ClientCompanyKey,ClientCompanyName,IndustrySectorName,MedicationSalesAmountLocal,MedicationSalesAmountZAR,PrescriptionRequiredFlag,TreatmentType,LoadDTS
85,MEDSALE000000085,2021-10-31,Hydrocortisone Valerate Topical Cream (0.2%), Low-Potency Corticosteroid,89,18.9,20211031,US,1,United States,North America,USD,0, Low-Potency Corticosteroid,Hydrocortisone Valerate Topical Cream,70,16,Global Logistics Employer,Logistics and Supply Chain,1682.1,31118.85,0,General Healthcare Medication,2026-05-26 09:14:55
86,MEDSALE000000086,2020-06-04,Fluticasone Topical Cream (0.05%), Mid-Potency Corticosteroid,97,46.7,20200604,AU,4,Australia,Asia-Pacific,AUD,0, Mid-Potency Corticosteroid,Fluticasone Topical Cream,71,13,Australian Healthcare Employer,Healthcare,4529.9,55264.78,0,General Healthcare Medication,2026-05-26 09:14:55
87,MEDSALE000000087,2022-08-10,Triamcinolone Topical Ointment (0.1%), Corticosteroid,81,74.0,20220810,US,1,United States,North America,USD,0, Corticosteroid,Triamcinolone Topical Ointment,20,7,US Technology Employer,Technology,5994.0,110889.0,0,General Healthcare Medication,2026-05-26 09:14:55
88,MEDSALE000000088,2023-02-16,Clonidine Tablet (0.1 mg), Alpha-2 Agonist,71,75.7,20230216,US,1,United States,North America,USD,0, Alpha-2 Agonist,Clonidine Tablet,72,16,Global Logistics Employer,Logistics and Supply Chain,5374.7,99431.95,0,General Healthcare Medication,2026-05-26 09:14:55
89,MEDSALE000000089,2018-11-01,Gabapentin Tablet (300 mg), Anticonvulsant,79,0.5,20181101,US,1,United States,North America,USD,0, Anticonvulsant,Gabapentin Tablet,73,8,US Healthcare Employer,Healthcare,39.5,730.75,0,General Healthcare Medication,2026-05-26 09:14:55
90,MEDSALE000000090,2019-01-12,Haloperidol Tablet (5 mg), Typical Antipsychotic,77,89.5,20190112,ZA,2,South Africa,Africa,ZAR,1, Typical Antipsychotic,Haloperidol Tablet,74,3,Vodacom,Telecommunications,6891.5,6891.5,1,Mental Health Medication,2026-05-26 09:14:55
91,MEDSALE000000091,2019-07-24,Tretinoin Topical Cream (0.025%), Retinoid,68,4.8,20190724,ZA,2,South Africa,Africa,ZAR,0, Retinoid,Tretinoin Topical Cream,50,1,Standard Bank,Financial Services,326.4,326.4,0,General Healthcare Medication,2026-05-26 09:14:55
92,MEDSALE000000092,2023-05-14,Ramelteon Tablet (8 mg), Melatonin Receptor Agonist,4,54.4,20230514,AU,4,Australia,Asia-Pacific,AUD,0, Melatonin Receptor Agonist,Ramelteon Tablet,75,13,Australian Healthcare Employer,Healthcare,217.6,2654.72,0,General Healthcare Medication,2026-05-26 09:14:55
93,MEDSALE000000093,2019-01-27,Prednisolone Tablet (5 mg), Corticosteroid,48,89.9,20190127,US,1,United States,North America,USD,0, Corticosteroid,Prednisolone Tablet,76,9,US Financial Services Employer,Financial Services,4315.2,79831.2,0,General Healthcare Medication,2026-05-26 09:14:55
94,MEDSALE000000094,2020-04-06,Methylprednisolone Tablet (4 mg), Corticosteroid,79,14.0,20200406,US,1,United States,North America,USD,0, Corticosteroid,Methylprednisolone Tablet,77,7,US Technology Employer,Technology,1106.0,20461.0,0,General Healthcare Medication,2026-05-26 09:14:55
95,MEDSALE000000095,2021-07-26,Desonide Topical Cream (0.05%), Low-Potency Corticosteroid,83,36.6,20210726,ZA,2,South Africa,Africa,ZAR,0, Low-Potency Corticosteroid,Desonide Topical Cream,78,1,Standard Bank,Financial Services,3037.8,3037.8,0,General Healthcare Medication,2026-05-26 09:14:55
96,MEDSALE000000096,2020-01-10,Terazosin Tablet (10 mg), Alpha-Blocker,100,61.8,20200110,US,1,United States,North America,USD,0, Alpha-Blocker,Terazosin Tablet,12,8,US Healthcare Employer,Healthcare,6180.0,114330.0,0,General Healthcare Medication,2026-05-26 09:14:55
97,MEDSALE000000097,2022-06-22,Clomiphene Tablet (50 mg), Selective Estrogen Receptor Modulator,40,37.8,20220622,US,1,United States,North America,USD,0, Selective Estrogen Receptor Modulator,Clomiphene Tablet,66,9,US Financial Services Employer,Financial Services,1512.0,27972.0,0,General Healthcare Medication,2026-05-26 09:14:55
98,MEDSALE000000098,2023-07-24,Clindamycin Phosphate Topical Lotion (1%), Antibiotic,87,76.9,20230724,US,1,United States,North America,USD,0, Antibiotic,Clindamycin Phosphate Topical Lotion,79,9,US Financial Services Employer,Financial Services,6690.3,123770.55,0,General Healthcare Medication,2026-05-26 09:14:55
99,MEDSALE000000099,2020-04-07,Eszopiclone Tablet (2 mg), Sedative-Hypnotic,70,5.3,20200407,US,1,United States,North America,USD,1, Sedative-Hypnotic,Eszopiclone Tablet,80,8,US Healthcare Employer,Healthcare,371.0,6863.5,0,Mental Health Medication,2026-05-26 09:14:55
100,MEDSALE000000100,2020-11-26,Nebivolol Tablet (5 mg), Beta-Blocker,71,77.5,20201126,UK,3,United Kingdom,Europe,GBP,0, Beta-Blocker,Nebivolol Tablet,81,11,UK Financial Services Employer,Financial Services,5502.5,129308.75,0,General Healthcare Medication,2026-05-26 09:14:55
101,MEDSALE000000101,2019-02-27,Mirtazapine Tablet (15 mg), Atypical Antidepressant,1,57.8,20190227,US,1,United States,North America,USD,1, Atypical Antidepressant,Mirtazapine Tablet,39,16,Global Logistics Employer,Logistics and Supply Chain,57.8,1069.3,1,Mental Health Medication,2026-05-26 09:14:55
102,MEDSALE000000102,2021-12-08,Hydroquinone Topical Cream (4%), Skin Lightening Agent,89,28.6,20211208,US,1,United States,North America,USD,0, Skin Lightening Agent,Hydroquinone Topical Cream,37,9,US Financial Services Employer,Financial Services,2545.4,47089.9,0,General Healthcare Medication,2026-05-26 09:14:55
103,MEDSALE000000103,2023-07-30,Methadone Tablet (10 mg), Opioid Analgesic,13,9.9,20230730,ZA,2,South Africa,Africa,ZAR,0, Opioid Analgesic,Methadone Tablet,53,2,Discovery Limited,Financial Services,128.7,128.7,1,General Healthcare Medication,2026-05-26 09:14:55
104,MEDSALE000000104,2023-01-14,Fluticasone/Salmeterol Inhaler (100/50 mcg/actuation), Inhaled Corticosteroid/Long-Acting Beta-2 Agonist Combination,45,68.1,20230114,US,1,United States,North America,USD,0, Inhaled Corticosteroid/Long-Acting Beta-2 Agonist Combination,Fluticasone/Salmeterol Inhaler,43,7,US Technology Employer,Technology,3064.5,56693.25,0,General Healthcare Medication,2026-05-26 09:14:55
105,MEDSALE000000105,2021-10-15,Triamcinolone Tablet (4 mg), Corticosteroid,26,20.3,20211015,US,1,United States,North America,USD,0, Corticosteroid,Triamcinolone Tablet,24,7,US Technology Employer,Technology,527.8,9764.3,0,General Healthcare Medication,2026-05-26 09:14:55
106,MEDSALE000000106,2023-02-25,Clobetasol Topical Cream (0.05%), High-Potency Corticosteroid,80,33.6,20230225,US,1,United States,North America,USD,0, High-Potency Corticosteroid,Clobetasol Topical Cream,60,9,US Financial Services Employer,Financial Services,2688.0,49728.0,0,General Healthcare Medication,2026-05-26 09:14:55
107,MEDSALE000000107,2023-01-08,Prednisolone Tablet (5 mg), Corticosteroid,11,92.7,20230108,ZA,2,South Africa,Africa,ZAR,0, Corticosteroid,Prednisolone Tablet,76,6,South African Public Sector Employer,Public Sector,1019.7,1019.7,0,General Healthcare Medication,2026-05-26 09:14:55
108,MEDSALE000000108,2023-03-13,Sulfasalazine Tablet (500 mg), Disease-Modifying Antirheumatic Drug,71,61.1,20230313,AU,4,Australia,Asia-Pacific,AUD,0, Disease-Modifying Antirheumatic Drug,Sulfasalazine Tablet,82,13,Australian Healthcare Employer,Healthcare,4338.1,52924.82,0,General Healthcare Medication,2026-05-26 09:14:55
109,MEDSALE000000109,2019-09-22,Hydroxychloroquine Tablet (200 mg), Disease-Modifying Antirheumatic Drug,73,54.7,20190922,US,1,United States,North America,USD,0, Disease-Modifying Antirheumatic Drug,Hydroxychloroquine Tablet,83,16,Global Logistics Employer,Logistics and Supply Chain,3993.1,73872.35,0,General Healthcare Medication,2026-05-26 09:14:55
110,MEDSALE000000110,2022-10-12,Diazepam Tablet (5 mg), Benzodiazepine,82,96.1,20221012,US,1,United States,North America,USD,1, Benzodiazepine,Diazepam Tablet,84,8,US Healthcare Employer,Healthcare,7880.2,145783.7,1,Mental Health Medication,2026-05-26 09:14:55
111,MEDSALE000000111,2022-01-05,Minoxidil Topical Solution (5%), Vasodilator,57,68.4,20220105,UK,3,United Kingdom,Europe,GBP,0, Vasodilator,Minoxidil Topical Solution,51,11,UK Financial Services Employer,Financial Services,3898.8,91621.8,0,General Healthcare Medication,2026-05-26 09:14:55
112,MEDSALE000000112,2019-05-10,Ibuprofen Tablet (200 mg), Nonsteroidal Anti-Inflammatory Drug,30,48.0,20190510,US,1,United States,North America,USD,0, Nonsteroidal Anti-Inflammatory Drug,Ibuprofen Tablet,85,9,US Financial Services Employer,Financial Services,1440.0,26640.0,0,General Healthcare Medication,2026-05-26 09:14:55
113,MEDSALE000000113,2023-03-26,Clindamycin/Benzoyl Peroxide Topical Gel (1, Antibiotic/Acne Treatment Combination,8,27.4,20230326,US,1,United States,North America,USD,0, Antibiotic/Acne Treatment Combination,Clindamycin/Benzoyl Peroxide Topical Gel (1,86,7,US Technology Employer,Technology,219.2,4055.2,0,General Healthcare Medication,2026-05-26 09:14:55
114,MEDSALE000000114,2023-04-26,Ketorolac Tablet (10 mg), Nonsteroidal Anti-Inflammatory Drug,99,83.9,20230426,CA,5,Canada,North America,CAD,0, Nonsteroidal Anti-Inflammatory Drug,Ketorolac Tablet,58,15,Canadian Retail Employer,Retail,8306.1,112962.96,0,General Healthcare Medication,2026-05-26 09:14:55
115,MEDSALE000000115,2022-07-06,Triamcinolone Topical Ointment (0.1%), Corticosteroid,38,67.8,20220706,ZA,2,South Africa,Africa,ZAR,0, Corticosteroid,Triamcinolone Topical Ointment,20,1,Standard Bank,Financial Services,2576.4,2576.4,0,General Healthcare Medication,2026-05-26 09:14:55
116,MEDSALE000000116,2021-02-23,Prazosin Capsule (1 mg), Alpha-Blocker,85,87.7,20210223,US,1,United States,North America,USD,0, Alpha-Blocker,Prazosin Capsule,40,8,US Healthcare Employer,Healthcare,7454.5,137908.25,0,General Healthcare Medication,2026-05-26 09:14:55
117,MEDSALE000000117,2023-05-23,Gabapentin Tablet (300 mg), Anticonvulsant,22,11.5,20230523,US,1,United States,North America,USD,0, Anticonvulsant,Gabapentin Tablet,73,16,Global Logistics Employer,Logistics and Supply Chain,253.0,4680.5,0,General Healthcare Medication,2026-05-26 09:14:55
118,MEDSALE000000118,2019-02-13,Terazosin Tablet (5 mg), Alpha-Blocker,83,4.1,20190213,ZA,2,South Africa,Africa,ZAR,0, Alpha-Blocker,Terazosin Tablet,87,2,Discovery Limited,Financial Services,340.3,340.3,0,General Healthcare Medication,2026-05-26 09:14:55
119,MEDSALE000000119,2023-07-26,Oxaprozin Tablet (600 mg), Nonsteroidal Anti-Inflammatory Drug,28,79.3,20230726,US,1,United States,North America,USD,0, Nonsteroidal Anti-Inflammatory Drug,Oxaprozin Tablet,88,16,Global Logistics Employer,Logistics and Supply Chain,2220.4,41077.4,0,General Healthcare Medication,2026-05-26 09:14:55
120,MEDSALE000000120,2022-11-24,Clotrimazole,Betamethasone Topical Cream (1/0.05%) - Antifungal/Corticosteroid Combination,78,56.0,20221124,ZA,2,South Africa,Africa,ZAR,0,Betamethasone Topical Cream (1/0.05%) - Antifungal/Corticosteroid Combination,Clotrimazole,89,5,Sasol,Energy,4368.0,4368.0,0,General Healthcare Medication,2026-05-26 09:14:55
121,MEDSALE000000121,2021-01-21,Naproxen Tablet (250 mg), Nonsteroidal Anti-Inflammatory Drug,2,20.7,20210121,US,1,United States,North America,USD,0, Nonsteroidal Anti-Inflammatory Drug,Naproxen Tablet,90,16,Global Logistics Employer,Logistics and Supply Chain,41.4,765.9,0,General Healthcare Medication,2026-05-26 09:14:55
122,MEDSALE000000122,2022-05-14,Acetaminophen/Codeine Tablet (300/30 mg), Analgesic/Opioid Combination,51,55.4,20220514,AU,4,Australia,Asia-Pacific,AUD,0, Analgesic/Opioid Combination,Acetaminophen/Codeine Tablet,91,13,Australian Healthcare Employer,Healthcare,2825.4,34469.88,1,General Healthcare Medication,2026-05-26 09:14:55
123,MEDSALE000000123,2022-03-01,Hydroxyzine Tablet (25 mg), Anxiolytic,82,1.1,20220301,UK,3,United Kingdom,Europe,GBP,1, Anxiolytic,Hydroxyzine Tablet,92,11,UK Financial Services Employer,Financial Services,90.2,2119.7,1,Mental Health Medication,2026-05-26 09:14:55
124,MEDSALE000000124,2021-04-02,Tamsulosin Capsule (0.4 mg), Alpha-Blocker,28,3.9,20210402,UK,3,United Kingdom,Europe,GBP,0, Alpha-Blocker,Tamsulosin Capsule,93,11,UK Financial Services Employer,Financial Services,109.2,2566.2,0,General Healthcare Medication,2026-05-26 09:14:55
125,MEDSALE000000125,2022-05-30,Carbamazepine Tablet (200 mg), Anticonvulsant,70,38.9,20220530,ZA,2,South Africa,Africa,ZAR,0, Anticonvulsant,Carbamazepine Tablet,94,2,Discovery Limited,Financial Services,2723.0,2723.0,0,General Healthcare Medication,2026-05-26 09:14:55
126,MEDSALE000000126,2022-10-15,Doxazosin Tablet (2 mg), Alpha-Blocker,50,56.7,20221015,US,1,United States,North America,USD,0, Alpha-Blocker,Doxazosin Tablet,95,9,US Financial Services Employer,Financial Services,2835.0,52447.5,0,General Healthcare Medication,2026-05-26 09:14:55
127,MEDSALE000000127,2021-06-10,Terazosin Capsule (2 mg), Alpha-Blocker,34,77.9,20210610,US,1,United States,North America,USD,0, Alpha-Blocker,Terazosin Capsule,96,16,Global Logistics Employer,Logistics and Supply Chain,2648.6,48999.1,0,General Healthcare Medication,2026-05-26 09:14:55
128,MEDSALE000000128,2020-06-19,Nitroglycerin Topical Ointment (2%), Vasodilator,89,26.6,20200619,US,1,United States,North America,USD,0, Vasodilator,Nitroglycerin Topical Ointment,97,9,US Financial Services Employer,Financial Services,2367.4,43796.9,0,General Healthcare Medication,2026-05-26 09:14:55
129,MEDSALE000000129,2022-11-21,Sildenafil Tablet (25 mg), Phosphodiesterase Type 5 Inhibitor,86,45.6,20221121,ZA,2,South Africa,Africa,ZAR,0, Phosphodiesterase Type 5 Inhibitor,Sildenafil Tablet,98,5,Sasol,Energy,3921.6,3921.6,0,General Healthcare Medication,2026-05-26 09:14:55
130,MEDSALE000000130,2019-05-15,Tretinoin/Clindamycin Topical Gel (0.025/1%), Retinoid/Antibiotic Combination,51,24.1,20190515,US,1,United States,North America,USD,0, Retinoid/Antibiotic Combination,Tretinoin/Clindamycin Topical Gel,18,7,US Technology Employer,Technology,1229.1,22738.35,0,General Healthcare Medication,2026-05-26 09:14:55
131,MEDSALE000000131,2019-10-08,Aspirin Tablet (81 mg), Platelet Aggregation Inhibitor,61,37.3,20191008,US,1,United States,North America,USD,0, Platelet Aggregation Inhibitor,Aspirin Tablet,99,9,US Financial Services Employer,Financial Services,2275.3,42093.05,0,General Healthcare Medication,2026-05-26 09:14:55
132,MEDSALE000000132,2023-05-11,Fluticasone/Salmeterol Inhaler (100/50 mcg/actuation), Inhaled Corticosteroid/Long-Acting Beta-2 Agonist Combination,38,87.6,20230511,UK,3,United Kingdom,Europe,GBP,0, Inhaled Corticosteroid/Long-Acting Beta-2 Agonist Combination,Fluticasone/Salmeterol Inhaler,43,10,UK Public Sector Employer,Public Sector,3328.8,78226.8,0,General Healthcare Medication,2026-05-26 09:14:55
133,MEDSALE000000133,2020-10-22,Letrozole Tablet (2, Aromatase Inhibitor,93,1.9,20201022,UK,3,United Kingdom,Europe,GBP,0, Aromatase Inhibitor,Letrozole Tablet (2,100,11,UK Financial Services Employer,Financial Services,176.7,4152.45,0,General Healthcare Medication,2026-05-26 09:14:55
134,MEDSALE000000134,2020-08-05,Nifedipine Topical Ointment (0.2%), Calcium Channel Blocker,60,16.4,20200805,ZA,2,South Africa,Africa,ZAR,0, Calcium Channel Blocker,Nifedipine Topical Ointment,101,1,Standard Bank,Financial Services,984.0,984.0,0,General Healthcare Medication,2026-05-26 09:14:55
135,MEDSALE000000135,2020-04-14,Albuterol Inhaler (90 mcg/actuation), Short-Acting Beta-2 Agonist,17,90.6,20200414,US,1,United States,North America,USD,0, Short-Acting Beta-2 Agonist,Albuterol Inhaler,102,16,Global Logistics Employer,Logistics and Supply Chain,1540.2,28493.7,0,General Healthcare Medication,2026-05-26 09:14:55
136,MEDSALE000000136,2020-09-23,Sildenafil Tablet (50 mg), Phosphodiesterase Type 5 Inhibitor,8,68.5,20200923,US,1,United States,North America,USD,0, Phosphodiesterase Type 5 Inhibitor,Sildenafil Tablet,28,9,US Financial Services Employer,Financial Services,548.0,10138.0,0,General Healthcare Medication,2026-05-26 09:14:55
137,MEDSALE000000137,2022-06-01,Diflunisal Tablet (500 mg), Nonsteroidal Anti-Inflammatory Drug,16,16.5,20220601,US,1,United States,North America,USD,0, Nonsteroidal Anti-Inflammatory Drug,Diflunisal Tablet,45,7,US Technology Employer,Technology,264.0,4884.0,0,General Healthcare Medication,2026-05-26 09:14:55
138,MEDSALE000000138,2020-01-12,Methylprednisolone Tablet (4 mg), Corticosteroid,3,46.2,20200112,AU,4,Australia,Asia-Pacific,AUD,0, Corticosteroid,Methylprednisolone Tablet,77,12,Australian Mining Employer,Mining,138.6,1690.92,0,General Healthcare Medication,2026-05-26 09:14:55
139,MEDSALE000000139,2021-06-02,Diazepam Tablet (5 mg), Benzodiazepine,85,57.4,20210602,US,1,United States,North America,USD,1, Benzodiazepine,Diazepam Tablet,84,16,Global Logistics Employer,Logistics and Supply Chain,4879.0,90261.5,1,Mental Health Medication,2026-05-26 09:14:55
140,MEDSALE000000140,2022-08-23,Topiramate Tablet (25 mg), Anticonvulsant,60,51.0,20220823,AU,4,Australia,Asia-Pacific,AUD,0, Anticonvulsant,Topiramate Tablet,35,13,Australian Healthcare Employer,Healthcare,3060.0,37332.0,0,General Healthcare Medication,2026-05-26 09:14:55
141,MEDSALE000000141,2022-10-27,Prednisone Tablet (5 mg), Corticosteroid,55,31.3,20221027,US,1,United States,North America,USD,0, Corticosteroid,Prednisone Tablet,103,9,US Financial Services Employer,Financial Services,1721.5,31847.75,0,General Healthcare Medication,2026-05-26 09:14:55
142,MEDSALE000000142,2021-10-25,Papaverine Injection (30 mg/mL), Vasodilator,50,87.0,20211025,ZA,2,South Africa,Africa,ZAR,0, Vasodilator,Papaverine Injection,104,1,Standard Bank,Financial Services,4350.0,4350.0,0,General Healthcare Medication,2026-05-26 09:14:55
143,MEDSALE000000143,2022-02-26,Finasteride Tablet (1 mg), 5-Alpha Reductase Inhibitor,4,96.1,20220226,ZA,2,South Africa,Africa,ZAR,0, 5-Alpha Reductase Inhibitor,Finasteride Tablet,105,1,Standard Bank,Financial Services,384.4,384.4,0,General Healthcare Medication,2026-05-26 09:14:55
144,MEDSALE000000144,2020-08-11,Buspirone Tablet (5 mg), Anxiolytic,17,40.6,20200811,UK,3,United Kingdom,Europe,GBP,1, Anxiolytic,Buspirone Tablet,4,10,UK Public Sector Employer,Public Sector,690.2,16219.7,1,Mental Health Medication,2026-05-26 09:14:55
145,MEDSALE000000145,2023-03-19,Acetaminophen/Codeine Tablet (300/30 mg), Analgesic/Opioid Combination,12,20.7,20230319,US,1,United States,North America,USD,0, Analgesic/Opioid Combination,Acetaminophen/Codeine Tablet,91,9,US Financial Services Employer,Financial Services,248.4,4595.4,1,General Healthcare Medication,2026-05-26 09:14:55
146,MEDSALE000000146,2020-07-05,Methotrexate Tablet (2, Antimetabolite,62,69.2,20200705,ZA,2,South Africa,Africa,ZAR,0, Antimetabolite,Methotrexate Tablet (2,106,4,MTN Group,Telecommunications,4290.4,4290.4,0,General Healthcare Medication,2026-05-26 09:14:55
147,MEDSALE000000147,2022-04-27,Valdecoxib Tablet (20 mg), Nonsteroidal Anti-Inflammatory Drug,88,57.5,20220427,UK,3,United Kingdom,Europe,GBP,0, Nonsteroidal Anti-Inflammatory Drug,Valdecoxib Tablet,107,10,UK Public Sector Employer,Public Sector,5060.0,118910.0,0,General Healthcare Medication,2026-05-26 09:14:55
148,MEDSALE000000148,2020-06-22,Papaverine Injection (30 mg/mL), Vasodilator,56,5.6,20200622,ZA,2,South Africa,Africa,ZAR,0, Vasodilator,Papaverine Injection,104,2,Discovery Limited,Financial Services,313.6,313.6,0,General Healthcare Medication,2026-05-26 09:14:55
149,MEDSALE000000149,2019-12-07,"Nystatin Cream (100,000 units/g)", Antifungal,29,78.4,20191207,US,1,United States,North America,USD,0, Antifungal,Nystatin Cream,32,8,US Healthcare Employer,Healthcare,2273.6,42061.6,0,General Healthcare Medication,2026-05-26 09:14:55
150,MEDSALE000000150,2022-12-31,Metronidazole Topical Gel (0.75%), Antibiotic,43,98.1,20221231,US,1,United States,North America,USD,0, Antibiotic,Metronidazole Topical Gel,68,7,US Technology Employer,Technology,4218.3,78038.55,0,General Healthcare Medication,2026-05-26 09:14:55
151,MEDSALE000000151,2023-08-04,Prednisone Tablet (5 mg), Corticosteroid,51,42.2,20230804,CA,5,Canada,North America,CAD,0, Corticosteroid,Prednisone Tablet,103,15,Canadian Retail Employer,Retail,2152.2,29269.92,0,General Healthcare Medication,2026-05-26 09:14:55
152,MEDSALE000000152,2019-05-08,Letrozole Tablet (2, Aromatase Inhibitor,57,86.1,20190508,UK,3,United Kingdom,Europe,GBP,0, Aromatase Inhibitor,Letrozole Tablet (2,100,10,UK Public Sector Employer,Public Sector,4907.7,115330.95,0,General Healthcare Medication,2026-05-26 09:14:55
153,MEDSALE000000153,2022-06-14,Fluconazole Topical Gel (1%), Antifungal,45,58.7,20220614,ZA,2,South Africa,Africa,ZAR,0, Antifungal,Fluconazole Topical Gel,108,5,Sasol,Energy,2641.5,2641.5,0,General Healthcare Medication,2026-05-26 09:14:55
154,MEDSALE000000154,2018-12-05,Meloxicam Tablet (15 mg), Nonsteroidal Anti-Inflammatory Drug,85,67.6,20181205,CA,5,Canada,North America,CAD,0, Nonsteroidal Anti-Inflammatory Drug,Meloxicam Tablet,27,14,Canadian Technology Employer,Technology,5746.0,78145.6,0,General Healthcare Medication,2026-05-26 09:14:55
155,MEDSALE000000155,2022-05-16,Nabumetone Tablet (500 mg), Nonsteroidal Anti-Inflammatory Drug,92,64.2,20220516,US,1,United States,North America,USD,0, Nonsteroidal Anti-Inflammatory Drug,Nabumetone Tablet,109,8,US Healthcare Employer,Healthcare,5906.4,109268.4,0,General Healthcare Medication,2026-05-26 09:14:55
156,MEDSALE000000156,2019-09-17,Tamsulosin Capsule (0.4 mg), Alpha-Blocker,29,35.6,20190917,US,1,United States,North America,USD,0, Alpha-Blocker,Tamsulosin Capsule,93,16,Global Logistics Employer,Logistics and Supply Chain,1032.4,19099.4,0,General Healthcare Medication,2026-05-26 09:14:55
157,MEDSALE000000157,2022-06-03,Bupropion Tablet (150 mg), Atypical Antidepressant,27,68.4,20220603,US,1,United States,North America,USD,1, Atypical Antidepressant,Bupropion Tablet,110,8,US Healthcare Employer,Healthcare,1846.8,34165.8,1,Mental Health Medication,2026-05-26 09:14:55
158,MEDSALE000000158,2020-07-06,Tretinoin/Clindamycin Topical Gel (0.025/1%), Retinoid/Antibiotic Combination,11,99.3,20200706,UK,3,United Kingdom,Europe,GBP,0, Retinoid/Antibiotic Combination,Tretinoin/Clindamycin Topical Gel,18,11,UK Financial Services Employer,Financial Services,1092.3,25669.05,0,General Healthcare Medication,2026-05-26 09:14:55
159,MEDSALE000000159,2020-10-20,Permethrin Topical Cream (5%), Scabicide/Pediculicide,16,72.4,20201020,AU,4,Australia,Asia-Pacific,AUD,0, Scabicide/Pediculicide,Permethrin Topical Cream,111,13,Australian Healthcare Employer,Healthcare,1158.4,14132.48,0,General Healthcare Medication,2026-05-26 09:14:55
160,MEDSALE000000160,2023-07-30,Alprostadil Urethral Suppository (125 mcg), Prostaglandin E1 Analog,69,85.6,20230730,ZA,2,South Africa,Africa,ZAR,0, Prostaglandin E1 Analog,Alprostadil Urethral Suppository,2,5,Sasol,Energy,5906.4,5906.4,0,General Healthcare Medication,2026-05-26 09:14:55
161,MEDSALE000000161,2022-09-19,Fluoxetine Capsule (20 mg), Selective Serotonin Reuptake Inhibitor,45,36.0,20220919,US,1,United States,North America,USD,1, Selective Serotonin Reuptake Inhibitor,Fluoxetine Capsule,112,7,US Technology Employer,Technology,1620.0,29970.0,0,Mental Health Medication,2026-05-26 09:14:55
162,MEDSALE000000162,2023-09-25,Zolpidem Tablet (10 mg), Sedative-Hypnotic,83,53.4,20230925,ZA,2,South Africa,Africa,ZAR,1, Sedative-Hypnotic,Zolpidem Tablet,15,1,Standard Bank,Financial Services,4432.2,4432.2,0,Mental Health Medication,2026-05-26 09:14:55
163,MEDSALE000000163,2022-07-19,Mupirocin Topical Ointment (2%), Antibiotic,3,68.6,20220719,ZA,2,South Africa,Africa,ZAR,0, Antibiotic,Mupirocin Topical Ointment,113,4,MTN Group,Telecommunications,205.8,205.8,0,General Healthcare Medication,2026-05-26 09:14:55
164,MEDSALE000000164,2022-04-09,Permethrin Topical Cream (5%), Scabicide/Pediculicide,97,63.7,20220409,US,1,United States,North America,USD,0, Scabicide/Pediculicide,Permethrin Topical Cream,111,16,Global Logistics Employer,Logistics and Supply Chain,6178.9,114309.65,0,General Healthcare Medication,2026-05-26 09:14:55
165,MEDSALE000000165,2019-07-08,Terazosin Tablet (5 mg), Alpha-Blocker,38,51.0,20190708,US,1,United States,North America,USD,0, Alpha-Blocker,Terazosin Tablet,87,16,Global Logistics Employer,Logistics and Supply Chain,1938.0,35853.0,0,General Healthcare Medication,2026-05-26 09:14:55
166,MEDSALE000000166,2019-10-12,Mupirocin Topical Ointment (2%), Antibiotic,74,0.9,20191012,ZA,2,South Africa,Africa,ZAR,0, Antibiotic,Mupirocin Topical Ointment,113,2,Discovery Limited,Financial Services,66.6,66.6,0,General Healthcare Medication,2026-05-26 09:14:55
167,MEDSALE000000167,2021-04-01,Mometasone Inhaler (110 mcg/actuation), Inhaled Corticosteroid,15,28.1,20210401,US,1,United States,North America,USD,0, Inhaled Corticosteroid,Mometasone Inhaler,114,7,US Technology Employer,Technology,421.5,7797.75,0,General Healthcare Medication,2026-05-26 09:14:55
168,MEDSALE000000168,2021-11-29,Halobetasol Topical Ointment (0.05%), High-Potency Corticosteroid,91,55.0,20211129,AU,4,Australia,Asia-Pacific,AUD,0, High-Potency Corticosteroid,Halobetasol Topical Ointment,34,12,Australian Mining Employer,Mining,5005.0,61061.0,0,General Healthcare Medication,2026-05-26 09:14:55
169,MEDSALE000000169,2019-10-16,Anastrozole Tablet (1 mg), Aromatase Inhibitor,29,78.5,20191016,US,1,United States,North America,USD,0, Aromatase Inhibitor,Anastrozole Tablet,19,8,US Healthcare Employer,Healthcare,2276.5,42115.25,0,General Healthcare Medication,2026-05-26 09:14:55
170,MEDSALE000000170,2021-02-20,Timolol Tablet (10 mg), Beta-Blocker,53,25.2,20210220,US,1,United States,North America,USD,0, Beta-Blocker,Timolol Tablet,115,9,US Financial Services Employer,Financial Services,1335.6,24708.6,0,General Healthcare Medication,2026-05-26 09:14:55
171,MEDSALE000000171,2023-07-09,Adapalene/Benzoyl Peroxide Topical Gel (0.1/2.5%), Retinoid/Acne Treatment Combination,100,10.0,20230709,US,1,United States,North America,USD,0, Retinoid/Acne Treatment Combination,Adapalene/Benzoyl Peroxide Topical Gel,30,9,US Financial Services Employer,Financial Services,1000.0,18500.0,0,General Healthcare Medication,2026-05-26 09:14:55
