ConsentKey,EmployeeNaturalKey,CountryCode,ConsentType,ConsentStatus,ConsentChannel,EffectiveFromDate,EffectiveToDate,IsCurrent,ChangeReason,HashValue
236,EMP0000853750,US,Service Delivery,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,16811883297506719651
237,EMP0000853750,US,Analytics,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,7127827556301851431
238,EMP0000853750,US,Marketing,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,15041084922457092144
239,EMP0000853750,US,Research,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,17339519004691072682
240,EMP0000853750,US,Data Sharing,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,16459544203535715711
241,EMP0000360695,CA,Service Delivery,Declined,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,17662240612889883763
242,EMP0000360695,CA,Analytics,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,16298034253784701340
243,EMP0000360695,CA,Marketing,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,539523679241495282
244,EMP0000360695,CA,Research,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,5107673058895319485
245,EMP0000360695,CA,Data Sharing,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,3147764120976255665
246,EMP0000565290,CA,Service Delivery,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,10270370686546090321
247,EMP0000565290,CA,Analytics,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,14742156354791407016
248,EMP0000565290,CA,Marketing,Declined,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,1922037989958330046
249,EMP0000565290,CA,Research,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,5633126040624763912
250,EMP0000565290,CA,Data Sharing,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,968349665360592134
251,EMP0000878286,UK,Service Delivery,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,14574513952541321532
252,EMP0000878286,UK,Analytics,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,9841820757788299790
253,EMP0000878286,UK,Marketing,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,3015875299282337383
254,EMP0000878286,UK,Research,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,10818484098947337335
255,EMP0000878286,UK,Data Sharing,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,5389815036034634645
256,EMP0000030084,CA,Service Delivery,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,2032797638693580494
257,EMP0000030084,CA,Analytics,Declined,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,12984119081396811437
258,EMP0000030084,CA,Marketing,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,11314095007379193951
259,EMP0000030084,CA,Research,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,3593447898202212943
260,EMP0000030084,CA,Data Sharing,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,3067043290167023923
261,EMP0000292113,US,Service Delivery,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,9715453119958467857
262,EMP0000292113,US,Analytics,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,15469900364110663776
263,EMP0000292113,US,Marketing,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,15333874849678985578
264,EMP0000292113,US,Research,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,8028698408623890642
265,EMP0000292113,US,Data Sharing,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,16506100139961613676
266,EMP0000328258,CA,Service Delivery,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,898044101432631972
267,EMP0000328258,CA,Analytics,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,9039167791814762494
268,EMP0000328258,CA,Marketing,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,17313559555962471892
269,EMP0000328258,CA,Research,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,12967938227230683921
270,EMP0000328258,CA,Data Sharing,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,12215249517806847653
271,EMP0000837221,US,Service Delivery,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,6320705584112940895
272,EMP0000837221,US,Analytics,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,5757829436762921498
273,EMP0000837221,US,Marketing,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,1713729418654343687
274,EMP0000837221,US,Research,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,15147691362999896254
275,EMP0000837221,US,Data Sharing,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,11200978183824400392
276,EMP0000122029,US,Service Delivery,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,17737701075578993971
277,EMP0000122029,US,Analytics,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,8236189966804126470
278,EMP0000122029,US,Marketing,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,194961710384532643
279,EMP0000122029,US,Research,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,14385776565490460984
280,EMP0000122029,US,Data Sharing,Declined,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,8090818821601795173
281,EMP0000091567,US,Service Delivery,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,15538602790320993323
282,EMP0000091567,US,Analytics,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,14205217437855775217
283,EMP0000091567,US,Marketing,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,5720677405911845080
284,EMP0000091567,US,Research,Declined,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,15783570819528450132
285,EMP0000091567,US,Data Sharing,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,5923339474376023388
286,EMP0000268009,US,Service Delivery,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,3684797332439887848
287,EMP0000268009,US,Analytics,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,17177281068823355027
288,EMP0000268009,US,Marketing,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,16852049568753848278
289,EMP0000268009,US,Research,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,7368222388852372623
290,EMP0000268009,US,Data Sharing,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,12099776402032806770
291,EMP0000687878,US,Service Delivery,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,135874484214118390
292,EMP0000687878,US,Analytics,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,203669378899508134
293,EMP0000687878,US,Marketing,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,18189597546434703210
294,EMP0000687878,US,Research,Declined,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,5728114110084402990
295,EMP0000687878,US,Data Sharing,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,3366442063799938625
296,EMP0000813677,ZA,Service Delivery,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,16931641785369886768
297,EMP0000813677,ZA,Analytics,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,676963713636608842
298,EMP0000813677,ZA,Marketing,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,5905350846744119203
299,EMP0000813677,ZA,Research,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,6211414925396189640
300,EMP0000813677,ZA,Data Sharing,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,13534178673290930265
301,EMP0000629576,UK,Service Delivery,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,1366436781832929108
302,EMP0000629576,UK,Analytics,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,17699980018299715532
303,EMP0000629576,UK,Marketing,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,13814670768523928901
304,EMP0000629576,UK,Research,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,8266625866246620461
305,EMP0000629576,UK,Data Sharing,Declined,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,8183889943146203568
306,EMP0000661637,ZA,Service Delivery,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,11015511521810839454
307,EMP0000661637,ZA,Analytics,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,17674799825136606055
308,EMP0000661637,ZA,Marketing,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,16337268949997851642
309,EMP0000661637,ZA,Research,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,3323143867942811853
310,EMP0000661637,ZA,Data Sharing,Declined,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,9408973992180187152
311,EMP0000164927,US,Service Delivery,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,5906635072885150589
312,EMP0000164927,US,Analytics,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,6020348966396454386
313,EMP0000164927,US,Marketing,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,6777027125390304887
314,EMP0000164927,US,Research,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,2926359930671501089
315,EMP0000164927,US,Data Sharing,Declined,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,1046719767667084844
316,EMP0000827874,UK,Service Delivery,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,4832441790639984285
317,EMP0000827874,UK,Analytics,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,2464623685091433289
318,EMP0000827874,UK,Marketing,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,16901805797723176801
319,EMP0000827874,UK,Research,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,15721788207823272505
320,EMP0000827874,UK,Data Sharing,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,13996075373160518077
321,EMP0000484144,ZA,Service Delivery,Declined,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,17928706159476845964
322,EMP0000484144,ZA,Analytics,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,16050914959357315085
323,EMP0000484144,ZA,Marketing,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,1671795319433146635
324,EMP0000484144,ZA,Research,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,17714949508410877672
325,EMP0000484144,ZA,Data Sharing,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,18142266074866167161
326,EMP0000361901,US,Service Delivery,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,12498098352342817560
327,EMP0000361901,US,Analytics,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,8589857265604288616
328,EMP0000361901,US,Marketing,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,267945503032686571
329,EMP0000361901,US,Research,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,10423902103100197704
330,EMP0000361901,US,Data Sharing,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,17067148817738636516
331,EMP0000042078,ZA,Service Delivery,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,2973765145847316350
332,EMP0000042078,ZA,Analytics,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,6643971685274038966
333,EMP0000042078,ZA,Marketing,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,18118613561504906212
334,EMP0000042078,ZA,Research,Declined,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,6750262495000120232
335,EMP0000042078,ZA,Data Sharing,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,998974766083446507
336,EMP0000697078,US,Service Delivery,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,17981908095494700285
337,EMP0000697078,US,Analytics,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,9814122202513122497
338,EMP0000697078,US,Marketing,Declined,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,13733252014485014023
339,EMP0000697078,US,Research,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,10295668335444471506
340,EMP0000697078,US,Data Sharing,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,6002229355015896870
341,EMP0000195309,US,Service Delivery,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,8374868284862107035
342,EMP0000195309,US,Analytics,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,4655423802118718145
343,EMP0000195309,US,Marketing,Declined,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,16708724311432901857
344,EMP0000195309,US,Research,Declined,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,10079167744429953991
345,EMP0000195309,US,Data Sharing,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,15910063611450912300
346,EMP0000309629,AU,Service Delivery,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,10792422674781587473
347,EMP0000309629,AU,Analytics,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,2699246346253975235
348,EMP0000309629,AU,Marketing,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,7386648688422567634
349,EMP0000309629,AU,Research,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,1768995970214883520
350,EMP0000309629,AU,Data Sharing,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,524211183836265265
351,EMP0000463115,US,Service Delivery,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,8762680703110858496
352,EMP0000463115,US,Analytics,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,8018268001844783840
353,EMP0000463115,US,Marketing,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,10969012973399476523
354,EMP0000463115,US,Research,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,702793517918891584
355,EMP0000463115,US,Data Sharing,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,638752462057406935
356,EMP0000461816,US,Service Delivery,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,15136671297496712355
357,EMP0000461816,US,Analytics,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,8694770108466270777
358,EMP0000461816,US,Marketing,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,5650817105608400433
359,EMP0000461816,US,Research,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,3339853617336818537
360,EMP0000461816,US,Data Sharing,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,4757403884983505770
361,EMP0000651227,AU,Service Delivery,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,4387437450745662690
362,EMP0000651227,AU,Analytics,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,3410245569142211252
363,EMP0000651227,AU,Marketing,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,14243753060333934529
364,EMP0000651227,AU,Research,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,9514419677297028057
365,EMP0000651227,AU,Data Sharing,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,2450708402007902786
366,EMP0000577526,ZA,Service Delivery,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,6097174861156624006
367,EMP0000577526,ZA,Analytics,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,9498375542300842343
368,EMP0000577526,ZA,Marketing,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,11603566804448729594
369,EMP0000577526,ZA,Research,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,10136409220096153810
370,EMP0000577526,ZA,Data Sharing,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,15994500129996375249
371,EMP0000553397,US,Service Delivery,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,7024809305394210154
372,EMP0000553397,US,Analytics,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,9971802398735326731
373,EMP0000553397,US,Marketing,Declined,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,192834922168425872
374,EMP0000553397,US,Research,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,708295750183546713
375,EMP0000553397,US,Data Sharing,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,13448643400443582203
376,EMP0000671640,US,Service Delivery,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,14365456948909261593
377,EMP0000671640,US,Analytics,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,631869370891835779
378,EMP0000671640,US,Marketing,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,766858925689428626
379,EMP0000671640,US,Research,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,4243569749022284032
380,EMP0000671640,US,Data Sharing,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,14604430199838170796
381,EMP0000095669,US,Service Delivery,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,553504836799528608
382,EMP0000095669,US,Analytics,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,6898249050608392802
383,EMP0000095669,US,Marketing,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,8370301690938551187
384,EMP0000095669,US,Research,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,10632921869105038547
385,EMP0000095669,US,Data Sharing,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,14195516193030110793
386,EMP0000738456,ZA,Service Delivery,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,16686089581677260716
387,EMP0000738456,ZA,Analytics,Declined,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,9933000034180484734
388,EMP0000738456,ZA,Marketing,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,6003362898904424404
389,EMP0000738456,ZA,Research,Declined,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,16163908886146619184
390,EMP0000738456,ZA,Data Sharing,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,17962948135740437328
391,EMP0000503422,US,Service Delivery,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,10876136790831207916
392,EMP0000503422,US,Analytics,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,16463837990273753822
393,EMP0000503422,US,Marketing,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,14502893073262099863
394,EMP0000503422,US,Research,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,3247189648661980337
395,EMP0000503422,US,Data Sharing,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,16181628825259327963
396,EMP0000801375,US,Service Delivery,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,13149813701975058574
397,EMP0000801375,US,Analytics,Declined,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,1031388899824928247
398,EMP0000801375,US,Marketing,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,18296598231765969504
399,EMP0000801375,US,Research,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,14738567085721362024
400,EMP0000801375,US,Data Sharing,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,7317493075935459302
401,EMP0000107694,CA,Service Delivery,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,15582100506002846690
402,EMP0000107694,CA,Analytics,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,18172655055209724906
403,EMP0000107694,CA,Marketing,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,17324475188367283925
404,EMP0000107694,CA,Research,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,7010601158675826472
405,EMP0000107694,CA,Data Sharing,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,9912799340282441657
406,EMP0000441054,US,Service Delivery,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,10384559854791498961
407,EMP0000441054,US,Analytics,Declined,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,11468207436840833439
408,EMP0000441054,US,Marketing,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,4241356363400035912
409,EMP0000441054,US,Research,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,7780738057386655786
410,EMP0000441054,US,Data Sharing,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,13856007436448271766
411,EMP0000350127,US,Service Delivery,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,16700521541006022873
412,EMP0000350127,US,Analytics,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,10834479480129499053
413,EMP0000350127,US,Marketing,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,6880046854877900799
414,EMP0000350127,US,Research,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,11783961209577734134
415,EMP0000350127,US,Data Sharing,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,9145982980722305811
416,EMP0000998807,US,Service Delivery,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,6593807395088698512
417,EMP0000998807,US,Analytics,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,688180763364205434
418,EMP0000998807,US,Marketing,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,15221471256795132797
419,EMP0000998807,US,Research,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,15627558499647567941
420,EMP0000998807,US,Data Sharing,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,10263369572557595825
421,EMP0000537871,ZA,Service Delivery,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,7235068269797583230
422,EMP0000537871,ZA,Analytics,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,16510654052551265036
423,EMP0000537871,ZA,Marketing,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,8128209527688227300
424,EMP0000537871,ZA,Research,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,5985854355993928705
425,EMP0000537871,ZA,Data Sharing,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,11165762341838564387
426,EMP0000001867,US,Service Delivery,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,17764839980744321602
427,EMP0000001867,US,Analytics,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,6702665089830126883
428,EMP0000001867,US,Marketing,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,12223974201947816833
429,EMP0000001867,US,Research,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,12606557567694920361
430,EMP0000001867,US,Data Sharing,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,8163603544948993250
431,EMP0000458824,US,Service Delivery,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,13625468407128849975
432,EMP0000458824,US,Analytics,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,6038480543303327781
433,EMP0000458824,US,Marketing,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,12381388237085864125
434,EMP0000458824,US,Research,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,5600614312725820890
435,EMP0000458824,US,Data Sharing,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,9811226935060568190
436,EMP0000654437,UK,Service Delivery,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,1753531369615375333
437,EMP0000654437,UK,Analytics,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,2666961811182955489
438,EMP0000654437,UK,Marketing,Declined,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,18439382330838917845
439,EMP0000654437,UK,Research,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,2807288264771190286
440,EMP0000654437,UK,Data Sharing,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,8323547981297956010
441,EMP0000945199,US,Service Delivery,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,6127208188895316482
442,EMP0000945199,US,Analytics,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,5011237240944692658
443,EMP0000945199,US,Marketing,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,17608084088460883627
444,EMP0000945199,US,Research,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,10145824513159805291
445,EMP0000945199,US,Data Sharing,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,56432896678398745
446,EMP0000711818,US,Service Delivery,Declined,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,15775845934786908953
447,EMP0000711818,US,Analytics,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,11992931591035131587
448,EMP0000711818,US,Marketing,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,4148122880649714185
449,EMP0000711818,US,Research,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,11513000599626797257
450,EMP0000711818,US,Data Sharing,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,105122744669542338
451,EMP0000264982,US,Service Delivery,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,6274506324262713699
452,EMP0000264982,US,Analytics,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,11602285609739850712
453,EMP0000264982,US,Marketing,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,11670997867076025477
454,EMP0000264982,US,Research,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,10791587162235180851
455,EMP0000264982,US,Data Sharing,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,17133799953940986143
456,EMP0000696556,US,Service Delivery,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,3345868998202315872
457,EMP0000696556,US,Analytics,Declined,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,13917787468200059581
458,EMP0000696556,US,Marketing,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,4914646401824100450
459,EMP0000696556,US,Research,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,5532538802892361483
460,EMP0000696556,US,Data Sharing,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,2217532431471683294
461,EMP0000860170,US,Service Delivery,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,16626429778772305449
462,EMP0000860170,US,Analytics,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,10133477124754959771
463,EMP0000860170,US,Marketing,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,15183782255841213122
464,EMP0000860170,US,Research,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,12381985038622516090
465,EMP0000860170,US,Data Sharing,Declined,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,15291984691329225051
466,EMP0000196736,US,Service Delivery,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,5844413344756803467
467,EMP0000196736,US,Analytics,Granted,Mobile App,2024-01-01,9999-12-31,1,Initial Consent,12700919816711912246
468,EMP0000196736,US,Marketing,Granted,HR Upload,2024-01-01,9999-12-31,1,Initial Consent,6325591176013878200
469,EMP0000196736,US,Research,Granted,Web Portal,2024-01-01,9999-12-31,1,Initial Consent,711337466472799592
470,EMP0000196736,US,Data Sharing,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,1964379120800959774
471,EMP0000819520,US,Service Delivery,Granted,Call Centre,2024-01-01,9999-12-31,1,Initial Consent,5378865008766009129
